n,comparisons,movements
100,2732,2737
100,2660,2661
100,2641,2647
100,2569,2575
100,2449,2457
100,2393,2397
100,2573,2581
100,2535,2538
100,2412,2418
100,2602,2607
100,2550,2554
100,2605,2609
100,2885,2889
100,2396,2401
100,2667,2671
100,2635,2642
100,2329,2333
100,2791,2794
100,2793,2795
100,2685,2691
100,2490,2492
100,2537,2541
100,2517,2522
100,2417,2422
100,2482,2487
100,2608,2614
100,2710,2715
100,2677,2683
100,2421,2425
100,2607,2612
100,2670,2675
100,2490,2493
100,2689,2690
100,2447,2452
100,2692,2696
100,2671,2671
100,2537,2540
100,2687,2689
100,2544,2552
100,2356,2358
100,2577,2581
100,2214,2216
100,2400,2405
100,2779,2781
100,2763,2766
100,2674,2679
100,2622,2624
100,2216,2221
100,2720,2724
100,2728,2732
200,10283,10288
200,9625,9630
200,10546,10552
200,10885,10889
200,10528,10534
200,10674,10678
200,9560,9564
200,9445,9446
200,9958,9964
200,10051,10053
200,10139,10145
200,10760,10763
200,9685,9690
200,9553,9562
200,9980,9985
200,10328,10331
200,10816,10822
200,10123,10135
200,10174,10181
200,11677,11681
200,9794,9800
200,10608,10615
200,9388,9390
200,10476,10480
200,10987,10993
200,10269,10277
200,10136,10140
200,10939,10944
200,10255,10261
200,9889,9894
200,9704,9709
200,10829,10835
200,10144,10151
200,10836,10842
200,10260,10263
200,10143,10154
200,9774,9776
200,10103,10108
200,9405,9407
200,9582,9586
200,10664,10669
200,10178,10183
200,9623,9627
200,9469,9473
200,10676,10679
200,10018,10022
200,9838,9840
200,10100,10105
200,11138,11143
200,11100,11107
300,22445,22451
300,23512,23521
300,22997,23002
300,23908,23913
300,22677,22684
300,23524,23530
300,23368,23373
300,23448,23456
300,24115,24119
300,22930,22933
300,22901,22905
300,22761,22770
300,21198,21202
300,23100,23107
300,22906,22913
300,22776,22779
300,23699,23702
300,23978,23987
300,21795,21799
300,23399,23403
300,20620,20622
300,24208,24217
300,22493,22496
300,23016,23020
300,23292,23297
300,21949,21954
300,21994,21999
300,24214,24219
300,22371,22374
300,22501,22508
300,22543,22546
300,21584,21586
300,22483,22489
300,22255,22263
300,20724,20729
300,22808,22811
300,22682,22689
300,23114,23117
300,22395,22399
300,23413,23418
300,22762,22767
300,21734,21740
300,22607,22610
300,21826,21834
300,23339,23345
300,22760,22765
300,22890,22892
300,22540,22545
300,22903,22908
300,21266,21275
400,39800,39803
400,39599,39600
400,39319,39327
400,39810,39816
400,40780,40789
400,41230,41235
400,43161,43164
400,38526,38531
400,41582,41590
400,39509,39516
400,40578,40584
400,38855,38862
400,41038,41045
400,41494,41499
400,39585,39593
400,39627,39631
400,40528,40533
400,39322,39325
400,39593,39602
400,39833,39838
400,41380,41387
400,42183,42187
400,39719,39723
400,41699,41705
400,40010,40018
400,40271,40276
400,40391,40398
400,37918,37924
400,42635,42637
400,39226,39230
400,41046,41052
400,44071,44076
400,38986,38992
400,41665,41670
400,40709,40713
400,41848,41850
400,40908,40914
400,38349,38356
400,41827,41837
400,41242,41247
400,38507,38514
400,39289,39292
400,41242,41247
400,40989,40991
400,40646,40655
400,37923,37932
400,39666,39673
400,38559,38564
400,38558,38566
400,41831,41836
500,61500,61509
500,60246,60251
500,63276,63281
500,61891,61895
500,61300,61306
500,60879,60883
500,62002,62006
500,62935,62936
500,63365,63371
500,62280,62286
500,65370,65375
500,63054,63064
500,61511,61522
500,61334,61337
500,62887,62896
500,64543,64550
500,64379,64380
500,60983,60990
500,62679,62684
500,63545,63550
500,60756,60757
500,63499,63507
500,65235,65246
500,63824,63832
500,61058,61062
500,67109,67114
500,64035,64041
500,62162,62170
500,61776,61780
500,62568,62571
500,60812,60821
500,66108,66111
500,59812,59819
500,63868,63876
500,64157,64160
500,63545,63548
500,60762,60766
500,61165,61172
500,66576,66582
500,62080,62087
500,61789,61791
500,64715,64719
500,62470,62475
500,62843,62848
500,62518,62522
500,64344,64354
500,63257,63265
500,63332,63337
500,58239,58244
500,64850,64856
600,91338,91344
600,91781,91782
600,93477,93485
600,92286,92292
600,89800,89802
600,90993,90998
600,91262,91267
600,94793,94800
600,95328,95331
600,94846,94852
600,95126,95130
600,92574,92578
600,89356,89365
600,88705,88712
600,88643,88645
600,89328,89334
600,92785,92791
600,89343,89352
600,90758,90764
600,92639,92645
600,87680,87686
600,89936,89942
600,91429,91435
600,90093,90100
600,92623,92627
600,89109,89113
600,89296,89304
600,88578,88581
600,93169,93174
600,92261,92266
600,90020,90028
600,92040,92048
600,93189,93197
600,89956,89963
600,92321,92327
600,93937,93942
600,90988,90992
600,90248,90252
600,91101,91105
600,88822,88826
600,86536,86540
600,88191,88198
600,89290,89292
600,91660,91667
600,91608,91613
600,89193,89203
600,88551,88557
600,90458,90463
600,89055,89062
600,89372,89377
700,125007,125017
700,122992,123000
700,128647,128656
700,124062,124066
700,123152,123156
700,122116,122125
700,128182,128185
700,117860,117867
700,122891,122896
700,127766,127774
700,124905,124911
700,123743,123748
700,125997,126006
700,122996,123006
700,124427,124430
700,124729,124738
700,125546,125549
700,123729,123733
700,125912,125919
700,122337,122342
700,128110,128117
700,122728,122736
700,123016,123022
700,120735,120737
700,122165,122172
700,120525,120534
700,123415,123423
700,122199,122202
700,124315,124322
700,126088,126092
700,122126,122133
700,124036,124039
700,120409,120417
700,123082,123086
700,123319,123326
700,125040,125048
700,123044,123048
700,123620,123625
700,125185,125192
700,120693,120699
700,127155,127163
700,121281,121290
700,123843,123845
700,126939,126940
700,120945,120951
700,123271,123274
700,124534,124539
700,123699,123710
700,120564,120572
700,126482,126491
800,154405,154411
800,160136,160142
800,159733,159739
800,154216,154221
800,156412,156418
800,156673,156677
800,157430,157435
800,156683,156690
800,159670,159672
800,157124,157131
800,160783,160787
800,162844,162849
800,159829,159832
800,163394,163397
800,158849,158854
800,157560,157566
800,148843,148849
800,156914,156920
800,158664,158671
800,157534,157537
800,163066,163073
800,160210,160216
800,165915,165919
800,163330,163339
800,155446,155453
800,158025,158034
800,163092,163103
800,161595,161601
800,156209,156213
800,158053,158060
800,157857,157861
800,165173,165183
800,160215,160223
800,166736,166744
800,162396,162405
800,154033,154039
800,160391,160395
800,162382,162391
800,161502,161506
800,160780,160785
800,157795,157803
800,155574,155581
800,164127,164133
800,163868,163871
800,161505,161514
800,154531,154537
800,158686,158689
800,163125,163128
800,150475,150480
800,153958,153964
900,206060,206065
900,205395,205402
900,208665,208669
900,197578,197586
900,203657,203662
900,200766,200775
900,199488,199500
900,190066,190075
900,202572,202579
900,202041,202051
900,201543,201549
900,199344,199351
900,216354,216360
900,207449,207457
900,205400,205407
900,200736,200741
900,205220,205230
900,199149,199163
900,202107,202113
900,197417,197422
900,199347,199354
900,198203,198210
900,198228,198232
900,201297,201302
900,200837,200845
900,204508,204515
900,204925,204931
900,204942,204948
900,205333,205343
900,210208,210214
900,201249,201255
900,202494,202498
900,202865,202869
900,209733,209739
900,210844,210849
900,204557,204564
900,204708,204712
900,202843,202849
900,202740,202747
900,204541,204546
900,198362,198369
900,197290,197292
900,208991,209001
900,211689,211697
900,214899,214900
900,205358,205366
900,204038,204041
900,201703,201707
900,204353,204356
900,205300,205309
1000,255470,255481
1000,243036,243041
1000,256209,256213
1000,247610,247611
1000,254080,254086
1000,249078,249084
1000,252356,252366
1000,250148,250156
1000,252768,252773
1000,257723,257728
1000,246258,246266
1000,251655,251659
1000,244621,244629
1000,241766,241774
1000,246751,246758
1000,259454,259461
1000,252937,252947
1000,250486,250491
1000,242906,242910
1000,254270,254275
1000,246588,246595
1000,252938,252944
1000,256729,256734
1000,247910,247917
1000,250559,250567
1000,242236,242242
1000,258205,258211
1000,251627,251633
1000,251037,251047
1000,249247,249252
1000,240679,240686
1000,247648,247653
1000,245853,245857
1000,257465,257472
1000,246009,246011
1000,243753,243756
1000,243539,243550
1000,249702,249710
1000,262760,262765
1000,251762,251766
1000,252025,252030
1000,252051,252059
1000,258768,258772
1000,259960,259970
1000,247159,247165
1000,258663,258671
1000,252254,252259
1000,255128,255139
1000,257211,257219
1000,250122,250127
1100,299641,299644
1100,305728,305737
1100,304268,304275
1100,301061,301069
1100,319655,319664
1100,301030,301034
1100,310515,310522
1100,306293,306299
1100,301755,301759
1100,299805,299812
1100,301825,301827
1100,298493,298502
1100,307080,307086
1100,281605,281610
1100,313505,313512
1100,305650,305663
1100,310377,310381
1100,312201,312205
1100,305148,305156
1100,292296,292303
1100,302550,302558
1100,304118,304120
1100,307099,307103
1100,313887,313895
1100,302201,302207
1100,301818,301826
1100,299378,299380
1100,304671,304677
1100,304434,304437
1100,299108,299112
1100,302244,302254
1100,298152,298157
1100,305137,305140
1100,297722,297726
1100,313146,313156
1100,303559,303562
1100,304499,304508
1100,304651,304658
1100,308990,308996
1100,298677,298681
1100,306679,306685
1100,311095,311104
1100,303679,303685
1100,304359,304362
1100,303749,303755
1100,303037,303039
1100,297061,297065
1100,287238,287241
1100,307942,307951
1100,301569,301573
1200,359450,359459
1200,366179,366186
1200,357440,357442
1200,357394,357401
1200,346781,346785
1200,376675,376683
1200,364407,364416
1200,357010,357015
1200,371006,371012
1200,356714,356724
1200,361470,361479
1200,366554,366564
1200,358981,358987
1200,364906,364915
1200,361605,361613
1200,369430,369443
1200,353401,353405
1200,367757,367763
1200,359232,359242
1200,359148,359157
1200,349454,349457
1200,361699,361703
1200,360506,360511
1200,367776,367784
1200,366010,366016
1200,380191,380202
1200,362165,362173
1200,344074,344082
1200,366266,366278
1200,346410,346413
1200,349441,349449
1200,362275,362281
1200,357781,357787
1200,361265,361271
1200,349762,349767
1200,362565,362571
1200,353493,353502
1200,352287,352291
1200,361993,361998
1200,354902,354909
1200,361695,361698
1200,356894,356911
1200,368543,368550
1200,355875,355882
1200,362523,362534
1200,360389,360395
1200,353945,353948
1200,367283,367294
1200,356315,356325
1200,359965,359973
1300,417644,417652
1300,422248,422252
1300,424396,424400
1300,403704,403714
1300,428776,428781
1300,408567,408572
1300,413442,413446
1300,415679,415685
1300,424350,424361
1300,421857,421863
1300,419583,419591
1300,422502,422506
1300,408532,408543
1300,423946,423952
1300,417404,417411
1300,425327,425335
1300,427115,427123
1300,423730,423736
1300,428835,428841
1300,421979,421987
1300,424778,424784
1300,417343,417356
1300,424199,424206
1300,419703,419711
1300,420549,420553
1300,427181,427187
1300,427589,427596
1300,421404,421415
1300,426937,426944
1300,425969,425972
1300,421336,421341
1300,432270,432278
1300,415355,415360
1300,417948,417956
1300,426555,426568
1300,410662,410667
1300,431196,431202
1300,439511,439515
1300,418462,418467
1300,424945,424953
1300,404708,404715
1300,425044,425050
1300,431010,431015
1300,430765,430773
1300,430483,430486
1300,415563,415567
1300,425069,425070
1300,434782,434789
1300,428385,428394
1300,405032,405039
1400,489944,489955
1400,503277,503279
1400,488260,488268
1400,488548,488554
1400,499003,499011
1400,492994,492999
1400,487775,487785
1400,494113,494119
1400,474468,474476
1400,492129,492136
1400,479441,479448
1400,482777,482783
1400,486143,486152
1400,481738,481744
1400,494467,494477
1400,472875,472879
1400,499442,499450
1400,474455,474464
1400,485380,485386
1400,477059,477068
1400,491961,491969
1400,479381,479392
1400,493307,493312
1400,487890,487900
1400,502639,502643
1400,494428,494434
1400,485843,485849
1400,491944,491951
1400,478137,478142
1400,486989,486996
1400,498713,498725
1400,483128,483141
1400,484467,484472
1400,487195,487196
1400,492693,492697
1400,506086,506095
1400,487902,487911
1400,497037,497047
1400,500556,500558
1400,490485,490493
1400,491431,491439
1400,487817,487824
1400,489538,489547
1400,498394,498400
1400,486841,486848
1400,499312,499323
1400,481742,481753
1400,502404,502410
1400,479538,479542
1400,483314,483325
1500,563834,563843
1500,564495,564500
1500,555614,555622
1500,565213,565219
1500,544426,544432
1500,570125,570131
1500,554877,554883
1500,555417,555422
1500,550453,550463
1500,576331,576338
1500,557125,557138
1500,567372,567378
1500,567237,567241
1500,561604,561614
1500,563231,563239
1500,569602,569610
1500,577963,577970
1500,562368,562378
1500,555742,555751
1500,563399,563403
1500,550679,550687
1500,572378,572390
1500,557045,557051
1500,571007,571013
1500,563927,563932
1500,552401,552410
1500,553072,553079
1500,567723,567729
1500,554975,554982
1500,558445,558452
1500,569151,569165
1500,570214,570226
1500,562258,562265
1500,548833,548840
1500,574844,574853
1500,550733,550739
1500,575609,575616
1500,556893,556899
1500,560206,560214
1500,555803,555805
1500,559109,559113
1500,570817,570829
1500,557356,557365
1500,570299,570304
1500,572364,572369
1500,554498,554510
1500,540752,540755
1500,587569,587575
1500,588382,588391
1500,551785,551792
1600,619669,619678
1600,637369,637374
1600,646588,646594
1600,646259,646261
1600,643549,643556
1600,650490,650496
1600,635990,635996
1600,642313,642322
1600,648879,648883
1600,635988,635996
1600,655495,655505
1600,661047,661053
1600,653008,653011
1600,644279,644284
1600,644183,644188
1600,631794,631807
1600,648524,648531
1600,633508,633512
1600,621990,621997
1600,634505,634514
1600,646604,646610
1600,633465,633470
1600,628494,628501
1600,649415,649426
1600,653392,653397
1600,637383,637393
1600,649460,649466
1600,646717,646725
1600,648591,648601
1600,642009,642014
1600,648108,648109
1600,642240,642246
1600,647343,647349
1600,655531,655543
1600,629172,629178
1600,651049,651056
1600,631748,631755
1600,640642,640644
1600,640190,640200
1600,636733,636742
1600,635682,635696
1600,642208,642217
1600,640740,640744
1600,653670,653678
1600,635175,635187
1600,652015,652019
1600,641522,641528
1600,639388,639393
1600,645245,645259
1600,641854,641861
1700,716587,716596
1700,726926,726935
1700,707498,707507
1700,714540,714547
1700,712618,712624
1700,739937,739941
1700,731176,731184
1700,722348,722357
1700,726643,726650
1700,747049,747054
1700,727103,727117
1700,709893,709900
1700,716882,716887
1700,719498,719504
1700,715340,715347
1700,712258,712265
1700,730657,730661
1700,727322,727326
1700,736301,736305
1700,733764,733771
1700,715091,715098
1700,746280,746287
1700,736553,736562
1700,738456,738466
1700,746245,746254
1700,712212,712216
1700,723969,723976
1700,723553,723559
1700,718768,718776
1700,730401,730408
1700,718085,718088
1700,710508,710513
1700,760459,760465
1700,739842,739850
1700,733264,733274
1700,733859,733864
1700,719148,719153
1700,712486,712491
1700,736802,736809
1700,727801,727807
1700,720432,720440
1700,734453,734462
1700,734112,734118
1700,709815,709826
1700,741205,741209
1700,715905,715911
1700,716124,716127
1700,718358,718364
1700,723910,723921
1700,720267,720276
1800,798621,798626
1800,816205,816211
1800,826082,826090
1800,795418,795423
1800,830583,830590
1800,806543,806550
1800,815017,815023
1800,821654,821661
1800,836492,836496
1800,817937,817944
1800,831442,831450
1800,812669,812676
1800,812928,812937
1800,804739,804744
1800,820852,820859
1800,809596,809604
1800,804616,804617
1800,796387,796391
1800,798352,798356
1800,793758,793767
1800,820101,820103
1800,814301,814310
1800,811616,811627
1800,810914,810920
1800,811376,811382
1800,814481,814488
1800,807261,807267
1800,789816,789827
1800,807928,807936
1800,817684,817689
1800,833106,833114
1800,810520,810527
1800,801379,801387
1800,836118,836126
1800,792858,792864
1800,796907,796915
1800,824966,824971
1800,820046,820052
1800,815675,815680
1800,811716,811725
1800,811912,811921
1800,790964,790970
1800,803709,803717
1800,809602,809606
1800,797559,797566
1800,803809,803818
1800,822376,822386
1800,798908,798917
1800,817106,817112
1800,828463,828470
1900,891605,891615
1900,924038,924048
1900,902306,902312
1900,899192,899199
1900,896710,896715
1900,922900,922905
1900,883426,883430
1900,887947,887951
1900,905225,905234
1900,909001,909009
1900,901547,901550
1900,886464,886472
1900,924785,924788
1900,902310,902315
1900,925725,925733
1900,884507,884512
1900,899056,899061
1900,918903,918911
1900,909299,909306
1900,900426,900436
1900,899815,899823
1900,925900,925907
1900,905517,905528
1900,910078,910088
1900,890694,890698
1900,898806,898811
1900,915023,915025
1900,905922,905931
1900,889102,889110
1900,897397,897401
1900,911505,911517
1900,918423,918427
1900,897599,897608
1900,891819,891825
1900,916359,916364
1900,881820,881825
1900,884689,884699
1900,921135,921140
1900,912107,912113
1900,912885,912892
1900,895657,895662
1900,884703,884713
1900,897632,897637
1900,923622,923632
1900,867951,867960
1900,912161,912171
1900,909099,909107
1900,926353,926363
1900,923477,923489
1900,907517,907526
2000,991431,991441
2000,1000102,1000106
2000,1008360,1008367
2000,1042602,1042605
2000,1052851,1052859
2000,1014770,1014775
2000,1025649,1025663
2000,992887,992891
2000,1004521,1004531
2000,1007345,1007356
2000,994565,994571
2000,1005181,1005189
2000,967976,967981
2000,993315,993319
2000,1003962,1003969
2000,981745,981757
2000,983852,983860
2000,998674,998682
2000,998330,998339
2000,982173,982181
2000,1016565,1016575
2000,1040375,1040384
2000,1008562,1008571
2000,986127,986130
2000,1000350,1000356
2000,995132,995141
2000,1008939,1008951
2000,995735,995741
2000,1003469,1003484
2000,1013457,1013465
2000,1027729,1027731
2000,984489,984496
2000,1008537,1008545
2000,992500,992507
2000,984757,984770
2000,1001704,1001708
2000,1003080,1003092
2000,1005823,1005833
2000,976314,976320
2000,982165,982171
2000,979538,979547
2000,1018594,1018599
2000,1028185,1028194
2000,993219,993227
2000,1033464,1033472
2000,1028095,1028101
2000,984254,984260
2000,1011660,1011667
2000,998512,998515
2000,980207,980214
2100,1104005,1104016
2100,1106385,1106390
2100,1101252,1101261
2100,1088739,1088747
2100,1118978,1118986
2100,1112034,1112039
2100,1095222,1095233
2100,1084548,1084558
2100,1077464,1077472
2100,1134765,1134770
2100,1104495,1104504
2100,1116673,1116678
2100,1088394,1088400
2100,1093995,1094002
2100,1105240,1105248
2100,1113763,1113771
2100,1098839,1098847
2100,1100442,1100447
2100,1105755,1105759
2100,1112086,1112089
2100,1101504,1101516
2100,1084563,1084573
2100,1104683,1104689
2100,1102297,1102305
2100,1117203,1117208
2100,1121002,1121008
2100,1101186,1101193
2100,1125886,1125892
2100,1090455,1090464
2100,1088427,1088433
2100,1129497,1129502
2100,1062130,1062137
2100,1110553,1110561
2100,1086127,1086133
2100,1102119,1102129
2100,1092094,1092099
2100,1103560,1103568
2100,1091814,1091822
2100,1124396,1124402
2100,1122506,1122514
2100,1112826,1112829
2100,1101368,1101379
2100,1081218,1081225
2100,1106828,1106839
2100,1116716,1116725
2100,1109212,1109218
2100,1087137,1087141
2100,1060315,1060325
2100,1100279,1100286
2100,1086991,1086998
2200,1214874,1214880
2200,1214792,1214799
2200,1218962,1218972
2200,1232822,1232829
2200,1185650,1185658
2200,1198217,1198227
2200,1223019,1223026
2200,1181766,1181779
2200,1227795,1227804
2200,1202764,1202770
2200,1212106,1212113
2200,1196284,1196287
2200,1188386,1188394
2200,1234254,1234262
2200,1176928,1176932
2200,1234819,1234823
2200,1188646,1188649
2200,1212127,1212134
2200,1191173,1191179
2200,1205628,1205635
2200,1197669,1197677
2200,1218726,1218733
2200,1182275,1182282
2200,1182609,1182618
2200,1220769,1220779
2200,1189341,1189350
2200,1240544,1240546
2200,1221162,1221168
2200,1195156,1195162
2200,1229136,1229141
2200,1217450,1217458
2200,1174174,1174183
2200,1211641,1211648
2200,1225403,1225410
2200,1230210,1230214
2200,1186166,1186170
2200,1233341,1233350
2200,1192777,1192782
2200,1207502,1207511
2200,1207956,1207964
2200,1213810,1213820
2200,1174280,1174290
2200,1212490,1212493
2200,1219902,1219907
2200,1220141,1220143
2200,1174465,1174474
2200,1214753,1214757
2200,1199607,1199616
2200,1177668,1177675
2200,1217398,1217402
2300,1319904,1319909
2300,1315354,1315360
2300,1304822,1304827
2300,1327446,1327456
2300,1357475,1357486
2300,1324306,1324313
2300,1321798,1321806
2300,1322935,1322942
2300,1308291,1308297
2300,1274338,1274345
2300,1347211,1347216
2300,1322598,1322605
2300,1304805,1304814
2300,1327382,1327389
2300,1301226,1301230
2300,1319816,1319826
2300,1336049,1336054
2300,1323988,1323995
2300,1343928,1343934
2300,1316690,1316695
2300,1327325,1327331
2300,1329995,1330001
2300,1312546,1312555
2300,1314295,1314302
2300,1332020,1332031
2300,1317827,1317834
2300,1310488,1310493
2300,1317743,1317752
2300,1342799,1342810
2300,1349997,1350004
2300,1312154,1312160
2300,1304783,1304792
2300,1316394,1316401
2300,1317271,1317277
2300,1301445,1301452
2300,1326591,1326601
2300,1297313,1297320
2300,1325791,1325797
2300,1313989,1313991
2300,1326954,1326959
2300,1338172,1338181
2300,1330896,1330901
2300,1317241,1317252
2300,1347603,1347613
2300,1336805,1336815
2300,1295246,1295248
2300,1274258,1274267
2300,1320475,1320483
2300,1306945,1306951
2300,1330099,1330106
2400,1433044,1433051
2400,1413784,1413789
2400,1431242,1431251
2400,1442486,1442495
2400,1403224,1403229
2400,1419843,1419853
2400,1448315,1448325
2400,1453056,1453064
2400,1439207,1439212
2400,1472698,1472707
2400,1447586,1447590
2400,1441341,1441349
2400,1442092,1442098
2400,1414539,1414544
2400,1403511,1403517
2400,1456625,1456632
2400,1433963,1433968
2400,1430625,1430633
2400,1389860,1389867
2400,1432415,1432426
2400,1458453,1458462
2400,1469326,1469331
2400,1387639,1387649
2400,1442557,1442566
2400,1431880,1431889
2400,1436433,1436440
2400,1431558,1431566
2400,1449777,1449791
2400,1471444,1471449
2400,1425579,1425585
2400,1425773,1425781
2400,1449241,1449252
2400,1435302,1435310
2400,1405099,1405109
2400,1444202,1444204
2400,1454874,1454881
2400,1450318,1450323
2400,1439296,1439305
2400,1465244,1465250
2400,1428856,1428857
2400,1419489,1419496
2400,1453940,1453945
2400,1435372,1435379
2400,1445180,1445187
2400,1448698,1448711
2400,1448449,1448455
2400,1467850,1467854
2400,1451432,1451435
2400,1472091,1472097
2400,1406116,1406122
2500,1590775,1590783
2500,1557351,1557358
2500,1555744,1555752
2500,1579167,1579175
2500,1581801,1581814
2500,1569572,1569578
2500,1559664,1559670
2500,1562301,1562308
2500,1552715,1552721
2500,1541527,1541535
2500,1576877,1576883
2500,1564381,1564388
2500,1572418,1572428
2500,1562781,1562788
2500,1563279,1563288
2500,1542472,1542477
2500,1550616,1550619
2500,1570179,1570190
2500,1555672,1555685
2500,1560833,1560841
2500,1569814,1569825
2500,1589344,1589354
2500,1559260,1559269
2500,1558891,1558902
2500,1577713,1577719
2500,1562613,1562619
2500,1565409,1565421
2500,1566620,1566632
2500,1571034,1571045
2500,1556790,1556797
2500,1553301,1553308
2500,1554885,1554889
2500,1566581,1566587
2500,1578527,1578536
2500,1526970,1526973
2500,1586528,1586537
2500,1570766,1570772
2500,1544312,1544322
2500,1594736,1594747
2500,1561740,1561746
2500,1568372,1568380
2500,1586152,1586160
2500,1558273,1558281
2500,1586359,1586369
2500,1589071,1589080
2500,1555991,1555996
2500,1611921,1611936
2500,1567389,1567394
2500,1569618,1569624
2500,1562671,1562682
2600,1692960,1692969
2600,1700772,1700777
2600,1687810,1687820
2600,1703305,1703314
2600,1700635,1700644
2600,1692032,1692039
2600,1677172,1677176
2600,1703700,1703706
2600,1692109,1692117
2600,1696917,1696923
2600,1697303,1697309
2600,1689460,1689472
2600,1664528,1664536
2600,1637060,1637065
2600,1669783,1669787
2600,1697354,1697361
2600,1699169,1699177
2600,1713337,1713347
2600,1677760,1677768
2600,1702870,1702877
2600,1657146,1657154
2600,1620908,1620919
2600,1720977,1720980
2600,1679397,1679401
2600,1687917,1687927
2600,1685115,1685124
2600,1702303,1702308
2600,1659959,1659963
2600,1672753,1672762
2600,1736372,1736379
2600,1707911,1707918
2600,1658753,1658761
2600,1677639,1677650
2600,1702454,1702465
2600,1633023,1633027
2600,1682296,1682304
2600,1716316,1716321
2600,1675676,1675681
2600,1707095,1707103
2600,1708251,1708257
2600,1661823,1661826
2600,1664065,1664073
2600,1709241,1709247
2600,1681604,1681611
2600,1678985,1678991
2600,1721084,1721094
2600,1695764,1695774
2600,1667836,1667843
2600,1668540,1668549
2600,1700620,1700628
2700,1830790,1830800
2700,1802921,1802926
2700,1824527,1824538
2700,1740493,1740505
2700,1828358,1828368
2700,1842483,1842488
2700,1809239,1809246
2700,1836648,1836654
2700,1806894,1806897
2700,1796718,1796723
2700,1843852,1843858
2700,1870381,1870388
2700,1832943,1832948
2700,1821570,1821577
2700,1830531,1830536
2700,1835992,1836000
2700,1863362,1863367
2700,1815653,1815658
2700,1848925,1848932
2700,1800983,1800985
2700,1860240,1860245
2700,1886960,1886969
2700,1784717,1784722
2700,1834623,1834631
2700,1817487,1817493
2700,1788584,1788591
2700,1844136,1844143
2700,1805625,1805634
2700,1806249,1806255
2700,1823938,1823946
2700,1780788,1780791
2700,1863209,1863222
2700,1821605,1821613
2700,1795414,1795424
2700,1832476,1832484
2700,1808785,1808795
2700,1836105,1836113
2700,1784007,1784011
2700,1831402,1831411
2700,1836102,1836110
2700,1862838,1862844
2700,1840383,1840388
2700,1859998,1860003
2700,1788651,1788654
2700,1803037,1803046
2700,1798736,1798747
2700,1795984,1795991
2700,1870106,1870111
2700,1841157,1841166
2700,1835974,1835983
2800,1962686,1962691
2800,1961651,1961661
2800,1938464,1938472
2800,1956349,1956354
2800,1949819,1949826
2800,1991307,1991314
2800,1987536,1987544
2800,1961228,1961233
2800,1975250,1975259
2800,1932658,1932667
2800,1955489,1955492
2800,1996133,1996140
2800,1902486,1902492
2800,1997815,1997819
2800,1989676,1989680
2800,1938003,1938009
2800,1920681,1920692
2800,1958353,1958360
2800,1978181,1978191
2800,1971359,1971369
2800,1968933,1968941
2800,1925260,1925265
2800,1948470,1948481
2800,1935216,1935224
2800,1927197,1927204
2800,1953465,1953471
2800,1972623,1972633
2800,2014389,2014393
2800,1985270,1985278
2800,1988468,1988475
2800,1986625,1986635
2800,1933004,1933012
2800,1981951,1981955
2800,1944052,1944057
2800,2004935,2004942
2800,1962675,1962686
2800,1971749,1971755
2800,1948046,1948053
2800,1933078,1933090
2800,1961926,1961934
2800,1947986,1947994
2800,1968444,1968450
2800,1982600,1982610
2800,1983035,1983048
2800,1975447,1975459
2800,1952106,1952108
2800,1952724,1952735
2800,1950429,1950435
2800,1963073,1963079
2800,1962007,1962020
2900,2107195,2107205
2900,2071142,2071146
2900,2129521,2129528
2900,2111189,2111196
2900,2121342,2121349
2900,2120324,2120328
2900,2133902,2133909
2900,2124921,2124926
2900,2056893,2056906
2900,2119328,2119340
2900,2095201,2095209
2900,2051856,2051862
2900,2109128,2109135
2900,2102846,2102856
2900,2105733,2105739
2900,2104919,2104933
2900,2107973,2107979
2900,2120392,2120399
2900,2129030,2129035
2900,2064617,2064633
2900,2090339,2090349
2900,2104268,2104275
2900,2136162,2136170
2900,2057208,2057216
2900,2085234,2085245
2900,2076369,2076373
2900,2071813,2071818
2900,2093694,2093707
2900,2062166,2062171
2900,2122908,2122919
2900,2123201,2123211
2900,2129888,2129895
2900,2073970,2073975
2900,2107386,2107392
2900,2095860,2095868
2900,2105734,2105743
2900,2120494,2120500
2900,2105980,2105992
2900,2081282,2081293
2900,2105855,2105867
2900,2131112,2131124
2900,2121200,2121210
2900,2092847,2092857
2900,2093530,2093538
2900,2120625,2120630
2900,2082152,2082154
2900,2098846,2098849
2900,2096573,2096584
2900,2074742,2074749
2900,2100144,2100152
3000,2254636,2254640
3000,2298484,2298489
3000,2263529,2263536
3000,2295545,2295554
3000,2263247,2263253
3000,2208148,2208156
3000,2260519,2260526
3000,2312234,2312245
3000,2260884,2260892
3000,2242711,2242719
3000,2233461,2233468
3000,2301312,2301319
3000,2271406,2271413
3000,2262463,2262475
3000,2253115,2253120
3000,2271051,2271062
3000,2243268,2243276
3000,2270374,2270382
3000,2238937,2238948
3000,2228337,2228344
3000,2254098,2254104
3000,2205997,2206003
3000,2258354,2258361
3000,2262939,2262946
3000,2233930,2233938
3000,2230085,2230091
3000,2258625,2258633
3000,2307606,2307611
3000,2260030,2260036
3000,2230482,2230493
3000,2209405,2209410
3000,2203298,2203308
3000,2216423,2216433
3000,2262139,2262145
3000,2221867,2221872
3000,2230395,2230399
3000,2223820,2223828
3000,2246923,2246930
3000,2199116,2199121
